County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,EBT/SNAP,Latitude,Longitude,Location Points
Kings,Crown Heights Prospect Park Farmers' Market,"Empire Blvd., entrance of Prospect Park",Empire Boulevard and Flatbush Ave,Brooklyn,NY,11225,Nancie Katz,9176973745,http://www.seedsinthemiddle.org,Saturday  9am-4pm,June - November,P/M,Y,N,40.66309,-73.96237,"(40.66309, -73.96237)"
Kings,Cypress Hills Youthmarket,"Fulton St., btwn Richmond & Logan Sts.",Fulton St and Logan St,Brooklyn,NY,11208,Jackie Bach,2127883818,http://www.grownyc.org/youthmarket,Friday  2pm-6pm,July 11 - November 21,M,Y,Y,40.68206,-73.87788,"(40.68206, -73.87788)"
Kings,East New York Farmers' Market I,"Schenck Ave., United Comm. Centersbtwn New Lots & Livonia",New Lots Ave and Schenck Ave,Brooklyn,NY,11207,Heather Horgan,7186497979,http://www.eastnewyorkfarms.org,Saturday  9am-3pm,June 28 - November 15,M,Y,Y,40.6647,-73.88658,"(40.6647, -73.88658)"
Kings,East New York Farmers' Market II,New Lots & Georgia Aves.,New Lots Ave and Alabama Ave,Brooklyn,NY,11207,Heather Horgan,7186497979,http://www.eastnewyorkfarms.org,Wed  3:30pm- 6:30pm,July 9 - October 29,M,Y,Y,40.66075,-73.8955,"(40.66075, -73.8955)"
Kings,East Williamsburg Youthmarket,Grand St. and Graham Ave.,Grand Street and Graham Avenue,Brooklyn,NY,11211,Jackie Bach,2127883818,http://www.grownyc.org/youthmarket,Thursday  9pm-4pm,July 10 - November 20,M,Y,Y,40.71165,-73.94391,"(40.71165, -73.94391)"
Kings,Fort Greene Park Greenmarket,"Washington Park,btwn Dekalb Ave. & Willoughby St.",Washington Park and DeKalb Ave,Brooklyn,NY,11205,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am-4pm,Year-round,YR,Y,Y,40.68962,-73.97313,"(40.68962, -73.97313)"
Kings,Graham Avenue Farmers' Market,"Cook St., east of Graham Ave.",Graham Ave and Cook St,Brooklyn,NY,11206,Betty Cooney,7183876643,http://www.grahamavebid.com,Saturday  8am-4pm,July 12 - October 25,M,Y,Y,40.70235,-73.94238,"(40.70235, -73.94238)"
Kings,Grand Army Plaza Greenmarket,Flatbush Ave. & Prospect Park West,Flatbush Ave and Grand Army Plaza,Brooklyn,NY,11238,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am-4pm,Year-round,YR,Y,Y,40.67412,-73.9695,"(40.67412, -73.9695)"
Kings,Greenpoint/ McCarren Park Greenmarket,Driggs St. at Union Ave.,Union Ave & Driggs Ave,Brooklyn,NY,11222,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am-3pm,Year-round,YR,Y,Y,40.72046,-73.95269,"(40.72046, -73.95269)"
Kings,Greenpoint/ McGolrick Park Farmers' Market,"McGolrick Park, Russel St. off Nassau Ave.,",McGolrick Park,Brooklyn,NY,11222,Doug Ornstein,9149234837,http://www.downtoearthmarkets.com,Sunday  11am-4pm,Year-round,YR,Y,Y,40.72444,-73.94336,"(40.72444, -73.94336)"
Kings,Harvest Home Coney Island Farmers' Market,"Ocean Parkway,btwn Ave Z & Shore Rd.",Ocean Pkwy and Avenue Z,Brooklyn,NY,11235,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wed/Fri  8am-4pm,June 25 - November 26,M,Y,Y,40.58669,-73.96578,"(40.58669, -73.96578)"
Kings,Harvest Home Marcy Park Farmers' Market,Myrtle & Marcy Aves,Myrtle Ave and Marcy Ave,Brooklyn,NY,11206,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 10 - November 20,M,Y,Y,40.69537,-73.94922,"(40.69537, -73.94922)"
Kings,Hattie Carthan After Church Farmers' Market,"49 Van Buren St., Hattie Carthan Herban Farm",49 Van Buren St,Brooklyn,NY,11221,Yonnette Fleming,7186383566,http://www.hattiecarthancommunitymarket.com,Sunday  1pm-6pm,July 27 - November 23,M,Y,Y,40.69024,-73.94359,"(40.69024, -73.94359)"
Kings,Hattie Carthan Community Farmers' Market,"363-365 Clifton Pl., Nostrand & Marcy Aves.",365 Clifton Pl,Brooklyn,NY,11216,Yonnette Fleming,7186383566,http://www.hattiecarthancommunitymarket.com,Saturday  9am-3pm,July 12 - November 22,M,Y,Y,40.68965,-73.94879,"(40.68965, -73.94879)"
Kings,High School for Public Service Youth Market,"600 Kingston Ave., Rutland & Winthrop Aves.",600 Kingston Ave,Brooklyn,NY,11203,Steve Frillman,2125942155,http://www.hspsfarm.blogspot.com,Wed  2:30pm-6:30pm,June 25 - October 29,M,Y,Y,40.65866,-73.94384,"(40.65866, -73.94384)"
Kings,Isabahlia Farmers' Market,"Ponell Street Garden, 410 Livonia Ave.",410 Livonia Ave,Brooklyn,NY,11212,Brenda Thompson-Duchene,7184983174,http://www.isabahlialoefinc.org,Saturday  8am-4pm,June 28 - November 1,M,Y,Y,40.6635,-73.90234,"(40.6635, -73.90234)"
Kings,Kensington Youthmarket,"Ft. Hamilton Pkwy, near librarybtwn E. 4th & E. 5th Sts.",Fort Hamilton Pkwy and East 5th St,Brooklyn,NY,11218,Jackie Bach,2127883818,http://www.grownyc.org/youthmarket,Saturday  9am-4pm,July 12 - November 22,M,Y,Y,40.64915,-73.97662,"(40.64915, -73.97662)"
Kings,Malcolm X Blvd. Community Farmers' Market,"Jackie Robinson Park,btwn Chauncy & Marion Sts.",Malcolm X Blvd and Marion St,Brooklyn,NY,11233,Rev. Robert Jackson,7183633085,http://www.brooklynrescuemission.org,Saturday  8am-3pm,July 12 - November 8,M,Y,Y,40.67975,-73.92865,"(40.67975, -73.92865)"
Kings,Marcy Plaza Community Farmers' Market,"1368 Fulton Street, Bedford Stuyvesantbtwn Marcy & Brooklyn Aves.,",1368 Fulton Street,Brooklyn,NY,11216,Rev. Robert Jackson,7183633085,http://www.brooklynrescuemission.org,Wednesday  9am-5pm,July 9 - October 29,M,Y,Y,40.68007,-73.94565,"(40.68007, -73.94565)"
Kings,Park Slope Farmers' Market,"Fourth St., off Fifth Ave., near PS 51",Fourth Street and Fifth Avenue,Brooklyn,NY,11215,Doug Ornstein,9149234837,http://www.downtoearthmarkets.com,"Sun  10am-5pm    Wed  3pm-7pm, May-Nov",Year-round,YR,Y,N,40.6722,-73.98379,"(40.6722, -73.98379)"
Kings,Project EATS Brownsville Farmers' Market,"Amboy St. Garden, Amboy St. & Blake Ave.",Amboy St and Blake Ave,Brooklyn,NY,11212,TBA TBA,5184576880,,Saturday  10am-4pm,June 7 - November 22,M,Y,N,40.66507,-73.91348,"(40.66507, -73.91348)"
Kings,PS 295 Farmers' Market,"330 18th St., btwn 6th & 7th Aves.",330 18th Street,Brooklyn,NY,11215,Jean Dykstra,9178877304,,Thursday  2:30pm-5pm,April 17 - November 13,P/M,Y,Y,40.66141,-73.98903,"(40.66141, -73.98903)"
Kings,Sunset Park Greenmarket,4th Ave. btwn 59th & 60th Sts.,4th Ave and 60th St,Brooklyn,NY,11220,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am-3pm,July 12 - November 22,M,Y,Y,40.64081,-74.01836,"(40.64081, -74.01836)"
Kings,Urban Oasis Farmers' Market,"Kingsboro Psychiatric Center,681 Clarkson Ave., btwn Troy Ave & 43rd St.",681 Clarkson Ave,Brooklyn,NY,11203,Beatrix McLeod,7182217132,,Wed  2pm-5:30pm,June 18 - November 12,M,Y,Y,40.65621,-73.93741,"(40.65621, -73.93741)"
Kings,Walt Shamel Farmers' Market,Walt Shamel Comm. Garden 1095 Dean Street,1095 Dean Street,Brooklyn,NY,11217,Desiree Ortiz,7186854816,,Saturday  8am-3pm,June 28 - October 25,M,Y,Y,40.67725,-73.95377,"(40.67725, -73.95377)"
Kings,Weeksville Heritage Center Youth Market,1698 Bergen St.,1698 Bergen St.,Brooklyn,NY,11213,Yemi Amu,7187565250,,Saturday  9am-2pm,July 5 - October 25,M,Y,Y,40.68121,-73.95661,"(40.68121, -73.95661)"
Kings,Williamsburg Greenmarket,Roebling & South 9th St.,Roebling Street and South 9th Street,Brooklyn,NY,11211,Chelsea Whittaker,2127887476,http://www.grownyc.org,Thursday  8am-4pm,July 10 - November 20,M,Y,Y,40.70836,-73.961,"(40.70836, -73.961)"
Kings,Windsor Terrace PS 154 Greenmarket,"11th Ave., btwn Sherman St. & Windsor Pl.",1625 11th Avenue,Brooklyn,NY,11215,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  9am-3pm,May 11 - December 21,P/M/X,Y,Y,40.65699,-73.97597,"(40.65699, -73.97597)"
Lewis,Lewis Co. General Hospital Farmers' Market,7785 N. State St. near Children's Clinic back parking lot,7785 North State St,Lowville,NY,13367,Tina Schell,3153765087,,Thursday  11am-3pm,June 19 - October 2,M,Y,Y,43.79588,-75.4981,"(43.79588, -75.4981)"
Lewis,Lowville Farmers' Market,Lewis County Fairgrounds 5473 Bostwick St.,5473 Bostwick Street,Lowville,NY,13367,Nichole Boucher,3152448616,,Saturday  8am-1pm,May 31 - October 25,P/M,Y,Y,43.79318,-75.49091,"(43.79318, -75.49091)"
Lewis,Lyons Falls Farmers' Market,Riverside Park 6904 Laura St.,6904 Laura St,Lyons Falls,NY,13368,Gary Mavis,3153485167,http://www.lyonsfallsalive.org,Tuesday  12 Noon-6pm,June 17 - October 7,M,Y,Y,43.61391,-75.35499,"(43.61391, -75.35499)"
Livingston,Avon Farmers' Market,Tops Market 270 E. Main St.,270 East Main St,Avon,NY,14414,Christine Quinlan,5852268118,http://www.avonfarmersmarket.org,Wednesday  3pm-6pm,June 18 - October 15,M,Y,N,42.91071,-77.73382,"(42.91071, -77.73382)"
Livingston,Dansville Farmers' Market,Airport Hanger parking lot 50 Maple St.,50 Maple St,Dansville,NY,14437,Gary Roth,5853352963,,Friday  11am-4pm,June 13 - October 10,M,Y,Y,42.56598,-77.70836,"(42.56598, -77.70836)"
Livingston,Geneseo Farmers' Market,Center St. at Main St.,Main St and Center St,Geneseo,NY,14454,Cate Concannon,5858804456,,Thursday  3pm-6:30pm,June 19 - October 16,M,Y,Y,42.79624,-77.81679,"(42.79624, -77.81679)"
Livingston,Lima Presbyterian Church Farmers' Market,Routes 5 & 20 corner of Route 15A,West Main St and Rochester St,Lima,NY,14485,Beverly Gillette,5855821737,,Tuesday  3pm-6pm,June 17 - October 28,M,Y,N,42.90496,-77.61175,"(42.90496, -77.61175)"
Livingston,Mount Morris Village Farmers' Market,36 N Main St.,36 North Main St,Mount Morris,NY,14510,Lisa Torcello,5856584160,,Tuesday  12 Noon-4pm,June 17 - October 7,M,Y,Y,42.73078,-77.87658,"(42.73078, -77.87658)"
Madison,Canastota Farmers' Market,Hickory & Main Sts.,South Main St and West Hickory St,Canastota,NY,13032,Lois Brown,3156979291,,Saturday  9am-2pm,July 12 - October 18,M,Y,N,43.07476,-75.75539,"(43.07476, -75.75539)"
Madison,Cazenovia Farmers' Market,Memorial ParkAlbany St.,Albany St and Sullivan St,Cazenovia,NY,13035,Aileen Randolph,3156554429,http://www.cazenoviachamber.com,Saturday  9am-2pm,May 10 - November 1,P/M,Y,N,42.92987,-75.8552,"(42.92987, -75.8552)"
Madison,Cazenovia WINTER Farmers' Market,"American Legion Hall, 26 Chenango St",26 Chenango Street,Cazenovia,NY,13035,Andy Shepard,3152248122,http://www.cazenoviachamber.com,"Monthly, 3rd Sat 10am-1pm",November 15 - April 18,X/W/P,N,N,42.9243,-75.85111,"(42.9243, -75.85111)"
Madison,Circa Restaurant WINTER Farmers Market,"76 Albany Street, Cazenovia",76 Albany Street,Cazenovia,NY,13035,Alicyn Hart,3156558768,,"Monthly, 1st Saturday 9am - 12 Noon",December - April,X/W/P,N,N,42.92963,-75.85316,"(42.92963, -75.85316)"
Madison,Hamilton Farmers' Market,"Village Green, Broad & E. Broad Sts.",Broad St and Payne St,Hamilton,NY,13346,Kim Taranto,3158241111,,Saturday  8am-1pm,May 3 - November 1,P/M,Y,Y,42.82684,-75.54436,"(42.82684, -75.54436)"
Madison,Hamilton Parry's Hardware WINTER Farmers' Market,100 Union StreetHamilton,100 Utica Street,Hamilton,NY,13346,Gwenn Werner,3158240002,,"Monthly, 3rd Saturday 8am - 12pm",November - April,X/W/P,N,N,42.83406,-75.55009,"(42.83406, -75.55009)"
Madison,Morrisville WINTER Farmers' Market,"Madison Hall, Rt. 20, Second floorNear Morrisville State College","Madison Hall Association, Morrisville, NY",Morrisville,NY,13408,Duane Button,3156843402,,"Monthly, 1st Saturday 9am - 1pm",November 2 - April 5,X/W/P,N,N,42.89868,-75.64018,"(42.89868, -75.64018)"
Madison,Oneida Farmers' Market,Oneida & Main Sts.,Oneida Street and Main Street,Oneida,NY,13421,Marty Winchell,3153634308,,Thursday  9am-2pm,June 5 - October 30,M,Y,Y,43.09617,-75.65251,"(43.09617, -75.65251)"
Madison,Poolville WINTER Farmers' Market,"Poolville Community Center (PCC), 7484 Willey Road",7484 Willey Road,Poolville,NY,13346,Susan Tallman,3158241720,,2nd & 4th  Saturday 10am - 12 Noon,November - April,X/W/P,N,N,42.77282,-75.50631,"(42.77282, -75.50631)"
Monroe,Brighton Farmers' Market,Brighton High School lot 1150 Winton Rd. South,1150 Winton Rd South,Rochester,NY,14618,Sue Gardner-Smith,5852698918,,Sunday  9am-1pm,May 25 - October 26,P/M,Y,Y,43.12204,-77.56808,"(43.12204, -77.56808)"
Monroe,Brighton WINTER Farmers' Market,Brookside Center220 Idlewood Rd.,220 Idlewood Road,Rochester,NY,14618,Sue Gardner-Smith,5852698918,,Sunday 1pm - 4pm,November 3 - April 13,X/W/P,N,N,43.11275,-77.56809,"(43.11275, -77.56809)"
Monroe,Brockport Farmers' Market,Market St. off Main St.,Main St and Market St,Brockport,NY,14420,Charlene Veltz,5856373602,,Sunday  8am-1pm,June 15 - October 26,M,Y,N,43.21556,-77.9385,"(43.21556, -77.9385)"
Monroe,Fairport Farmers' Market,"58 S. Main St., parking lotbehind Bank of America",58 South Main St,Fairport,NY,14450,Fritz May,5854213209,,Saturday  7am-12 Noon,May 3 - November 22,P/M,Y,N,43.09992,-77.44214,"(43.09992, -77.44214)"
Monroe,Foodlink Mobile Market-Affinity Place,"1 Affinity Ln, Rochester",1 Affinity Lane,Rochester,NY,14616,Mitch Gruber,5853283380,http://www.foodlinkny.org,Friday  3:45pm-4:30pm,July 7 - November 28,M,Y,Y,43.24028,-77.67841,"(43.24028, -77.67841)"
Monroe,Foodlink Mobile Market-AJHC Brown Sq,"322 Lake Ave., Rochester",322 Lake Ave,Rochester,NY,14608,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  2:45pm-3:30pm,July 7 - November 28,M,Y,Y,43.17101,-77.62734,"(43.17101, -77.62734)"
Monroe,Foodlink Mobile Market-AJHC Holland,"82 Holland St., Rochester",82 Holland Street,Rochester,NY,14605,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wed  10:45am-11:15am,July 7 - November 28,M,Y,Y,43.1693,-77.60223,"(43.1693, -77.60223)"
Monroe,Foodlink Mobile Market-AJHC Woodward,"480 Genesee St., Rochester",480 Genesee Street,Rochester,NY,14611,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  11am-11:45am,July 7 - November 28,M,Y,Y,43.14061,-77.63585,"(43.14061, -77.63585)"
Monroe,Foodlink Mobile Market-Andrews Terrace,"125 St. Paul St., Rochester",125 Saint Paul Street,Rochester,NY,14604,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  1:30pm-2:30pm,July 7 - November 28,M,Y,Y,43.15872,-77.61047,"(43.15872, -77.61047)"
Monroe,Foodlink Mobile Market-Bronson Court,"51 Bronson Court, Rochester",51 Bronson Court,Rochester,NY,14608,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  10:45am-11:15am,July 7 - November 28,M,Y,Y,43.14696,-77.62402,"(43.14696, -77.62402)"
Monroe,Foodlink Mobile Market-Buena Vista,"229 Avenue A, Rochester",229 Avenue A,Rochester,NY,14621,Mitch Gruber,5853283380,http://www.foodlinkny.org,Friday  10am-10:45am,July 7 - November 28,M,Y,Y,43.17777,-77.61842,"(43.17777, -77.61842)"
Monroe,Foodlink Mobile Market-Calvary Tabernacle,"324 Catherine St., Medina",324 Catherine Street,Medina,NY,14103,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  2:45pm-3:30pm,July 7 - November 28,M,Y,Y,43.22179,-78.39424,"(43.22179, -78.39424)"
Monroe,Foodlink Mobile Market-Carlson Commons,"70 Coretta Scott Crossing, Rochester",70 Coretta Scott Crossing,Rochester,NY,14608,Mitch Gruber,5853283380,http://www.foodlinkny.org,Friday  10:45am-11:15am,July 7 - November 28,M,Y,Y,43.14336,-77.61973,"(43.14336, -77.61973)"
Monroe,Foodlink Mobile Market-Charles House,"71 Parkway, Rochester",71 Parkway,Rochester,NY,14608,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wed  11am-11:45am,July 7 - November 28,M,Y,Y,43.16603,-77.63234,"(43.16603, -77.63234)"
Monroe,Foodlink Mobile Market-Charlotte Harbortown,"4575 Lake Ave, Rochester",4575 Lake Avenue,Rochester,NY,14612,Mitch Gruber,5853283380,http://www.foodlinkny.org,Friday  1:30pm-2:30pm,July 7 - November 28,M,Y,Y,43.25492,-77.61411,"(43.25492, -77.61411)"
Monroe,Foodlink Mobile Market-Charlotte Harbortown II,"60 River St., Rochester",60 River Street,Rochester,NY,14612,Mitch Gruber,5853283380,http://www.foodlinkny.org,Friday  2:45pm-3:30pm,July 7 - November 28,M,Y,Y,43.2444,-77.61607,"(43.2444, -77.61607)"
Monroe,Foodlink Mobile Market-Clifton Springs Hospital,"2 Coulter Rd.,Clifton Springs",2 Coulter Road,Rochester,NY,14432,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  2:45pm-3:30pm,July 7 - November 28,M,Y,Y,42.96042,-77.13637,"(42.96042, -77.13637)"
Monroe,Foodlink Mobile Market-Danforth Towers,"140 West Ave, Rochester",140 West Avenue,Rochester,NY,14611,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wed  1:30pm-2:30pm,July 7 - November 28,M,Y,Y,43.15038,-77.64166,"(43.15038, -77.64166)"
Monroe,Foodlink Mobile Market-DePaul Ridgeview,"109 Marburger St., Rochester",109 Marburger Street,Rochester,NY,14621,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  2:45pm-3:30pm,July 7 - November 28,M,Y,Y,43.19459,-77.60782,"(43.19459, -77.60782)"
Monroe,Foodlink Mobile Market-Dunn Tower,"Dunn Tower, Rochester",Dunn Tower Drive,Rochester,NY,14606,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  1:30pm-2:30pm,July 7 - November 28,M,Y,Y,43.16924,-77.69727,"(43.16924, -77.69727)"
Monroe,Foodlink Mobile Market-Fairfield Village,"Luther Circle, Rochester",Luther Circle,Rochester,NY,14611,Mitch Gruber,5853283380,http://www.foodlinkny.org,Friday  10am-10:30am,July 7 - November 28,M,Y,Y,43.13379,-77.6285,"(43.13379, -77.6285)"
Monroe,Foodlink Mobile Market-Genesee County CAP,"5073 Clinton St., Batavia",5073 Clinton Street,Batavia,NY,14020,Mitch Gruber,5853283380,http://www.foodlinkny.org,Friday  2:45pm-3:30pm,July 7 - November 28,M,Y,Y,43.00299,-78.14748,"(43.00299, -78.14748)"
Monroe,Foodlink Mobile Market-Glenwood Gardens,"Glenwood Ave, Rochester",41 Kestrel Street,Rochester,NY,14613,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  10am-10:45am,July 7 - November 28,M,Y,Y,43.17522,-77.64432,"(43.17522, -77.64432)"
Monroe,Foodlink Mobile Market-Glide Court,"133 Glide Court, Rochester",133 Glide Street,Rochester,NY,14611,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  10am-10:30am,July 7 - November 28,M,Y,Y,43.15426,-77.65409,"(43.15426, -77.65409)"
Monroe,Foodlink Mobile Market-Harriet Tubman,"100 William Warfield Drive, Rochester",100 William Warfield Drive,Rochester,NY,14605,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  10am-10:30am,July 7 - November 28,M,Y,Y,43.17128,-77.60973,"(43.17128, -77.60973)"
Monroe,Foodlink Mobile Market-Hudson Ridge,"401 Seneca Manor, Rochester",401 Seneca Manor Drive,Rochester,NY,14621,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  1:30pm-2:30pm,July 7 - November 28,M,Y,Y,43.19309,-77.60324,"(43.19309, -77.60324)"
Monroe,Foodlink Mobile Market-Lena Gantt,"86 Vienna St., Rochester",86 Vienna Street,Rochester,NY,14605,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  3:45pm-4:30pm,July 7 - November 28,M,Y,Y,43.17032,-77.60607,"(43.17032, -77.60607)"
Monroe,Foodlink Mobile Market-Lexington Ct,"Lexington Court, Rochester",Lexington Court,Rochester,NY,14606,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  11am-11:45am,July 7 - November 28,M,Y,Y,43.17848,-77.66563,"(43.17848, -77.66563)"
Monroe,Foodlink Mobile Market-Los Flamboyanes,"100 Borinquen Plaza, Rochester",100 Borinquen Plaza,Rochester,NY,14605,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  3:45pm-4:30pm,July 7 - November 28,M,Y,Y,43.17086,-77.61262,"(43.17086, -77.61262)"
Monroe,Foodlink Mobile Market-Lyndonville Town Hall,"8 South Main St., Lyndonville",8 South Main Street,Lyndonville,NY,14098,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  1:30pm-2:15pm,July 7 - November 28,M,Y,Y,43.32099,-78.38955,"(43.32099, -78.38955)"
Monroe,Foodlink Mobile Market-Maplewood YMCA,"25 Driving Park Ave, Rochester",25 Driving Park Ave,Rochester,NY,14613,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  11am-11:45am,July 7 - November 28,M,Y,Y,43.18033,-77.63015,"(43.18033, -77.63015)"
Monroe,Foodlink Mobile Market-Oak Orchard Health,"300 West Ave., Brockport",300 West Avenue,Rochester,NY,14420,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  2:45pm-3:30pm,July 7 - November 28,M,Y,Y,43.221,-77.95066,"(43.221, -77.95066)"
Monroe,Foodlink Mobile Market-Pinnacle Place,"919 S Clinton Ave., Rochester",919 Clinton Ave South,Rochester,NY,14620,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  10am-10:45am,July 7 - November 28,M,Y,Y,43.14006,-77.59637,"(43.14006, -77.59637)"
Monroe,Foodlink Mobile Market-Royal Apartments,"103 W Main St., LeRoy",103 West Main Street,Leroy,NY,14482,Mitch Gruber,5853283380,http://www.foodlinkny.org,Friday  1:30pm-2:15pm,July 7 - November 28,M,Y,Y,42.97689,-78.00219,"(42.97689, -78.00219)"
Monroe,Foodlink Mobile Market-Sandy Creek,"Visions Pathstone Housing Lydon St. Extension, Albion",7 Lydun Drive,Albion,NY,14411,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  1:30pm-2:15pm,July 7 - November 28,M,Y,Y,43.25639,-78.17898,"(43.25639, -78.17898)"
Monroe,Foodlink Mobile Market-Savannah Towers I,"Savannah St., Rochester",Savannah Street,Rochester,NY,14607,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  3:45pm-4:30pm,July 7 - November 28,M,Y,Y,43.15361,-77.59897,"(43.15361, -77.59897)"
Monroe,Foodlink Mobile Market-Savannah Towers II,"15 Savannah St., Rochester",15 Savannah Street,Rochester,NY,14607,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thu  10:45am-11:15am,July 7 - November 28,M,Y,Y,43.1543,-77.59886,"(43.1543, -77.59886)"
Monroe,Foodlink Mobile Market-Seneca Manor,"145 Seneca Manor, Rochester",145 Seneca Manor Drive,Rochester,NY,14621,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  10:45am-11:15am,July 7 - November 28,M,Y,Y,43.19269,-77.60545,"(43.19269, -77.60545)"
Monroe,Foodlink Mobile Market-St. Ann's,"1500 Portland Ave., Rochester",1500 Portland Avenue,Rochester,NY,14621,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wed  10am-10:45am,July 7 - November 28,M,Y,Y,43.19411,-77.5813,"(43.19411, -77.5813)"
Monroe,Foodlink Mobile Market-St. Simons,"360 St. Paul St., Rochester",360 Saint Paul Street,Rochester,NY,14605,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  2:45pm-3:30pm,July 7 - November 28,M,Y,Y,43.16357,-77.61088,"(43.16357, -77.61088)"
Monroe,Foodlink Mobile Market-Susan B. Anthony Apts,"127 First St., Rochester",127 First Street,Rochester,NY,14605,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wed  10am-10:30am,July 7 - November 28,M,Y,Y,43.16893,-77.58809,"(43.16893, -77.58809)"
Monroe,Foodlink Mobile Market-The Hamilton,"185 Mt. Hope Ave, Rochester",185 Mount Hope Avenue,Rochester,NY,14620,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  10:45am-11:15am,July 7 - November 28,M,Y,Y,43.14573,-77.61013,"(43.14573, -77.61013)"
Monroe,Foodlink Mobile Market-University Tower,"625 University Tower, Rochester",625 University Avenue,Rochester,NY,14607,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wed 1:30pm-2:15pm,July 7 - November 28,M,Y,Y,43.15607,-77.58624,"(43.15607, -77.58624)"
Monroe,Foodlink Mobile Market-Van Auker Apts.,"150 Van Auker St., Rochester",150 Van Auker Street,Rochester,NY,14608,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wed  3:45pm-4:30pm,July 7 - November 28,M,Y,Y,43.14997,-77.62109,"(43.14997, -77.62109)"
Monroe,Foodlink Mobile Market-Voter's Block Community,"431 W Main St., Rochester",431 West Main Street,Rochester,NY,14608,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wed  2:45pm-3:30pm,July 7 - November 28,M,Y,Y,43.15245,-77.62424,"(43.15245, -77.62424)"
Monroe,Foodlink Mobile Market-Wilson Community,"251 Joseph Ave, Rochester",251 Joseph Avenue,Rochester,NY,14605,Mitch Gruber,5853283380,http://www.foodlinkny.org,Friday  11am-11:45am,July 7 - November 28,M,Y,Y,43.16813,-77.60731,"(43.16813, -77.60731)"
Monroe,Foodlink Mobile Market-YMCA SW,"597 Thurston Rd., Rochester",597 Thurston Road,Rochester,NY,14619,Mitch Gruber,5853283380,http://www.foodlinkny.org,Monday  10am-10:45am,July 7 - November 28,M,Y,Y,43.13297,-77.65096,"(43.13297, -77.65096)"
Monroe,Genesee Valley RMA Farmers' Market,"Administration Bldg. (south parking lot) 900 Jefferson Rd., Henrietta",900 Jefferson Rd.,Henrietta,NY,14623,"William Mulligan, Jr.",5854244600,http://www.geneseevalleyregionalmarketauthority.com,Friday  11am-5pm,May 30 - October 31,M,Y,N,43.09005,-77.61401,"(43.09005, -77.61401)"
Monroe,Greece Ridge Mall Farmers' Market,"Ridge & Long Pond Rds. Sears overflow Parking Lot, Rochester",317 Greece Ridge Center Dr,Greece,NY,14626,Melanie Fazio,5852251140,http://www.themallatgreeceridge.com,Thu/Sat  9am-3pm,June 7 - October 25,M,Y,N,43.20477,-77.6959,"(43.20477, -77.6959)"
Monroe,Highland Park WINTER Farmers' Market,"Cornell Cooperative Ext249 Highway Ave, 14620",249 Highland Avenue,Rochester,NY,14620,Del Ippolito,5855687835,,Wednesday 3pm - 6pm,November 2 - May 2,X/W/P,N,Y,43.12867,-77.6075,"(43.12867, -77.6075)"
